inchikey,key14,smiles_std,compound_name,bbb_class,logbb,b3db_threshold,b3db_uncertainty_classification,b3db_uncertainty_regression,b3db_reference_classification,b3db_reference_regression,source_id_classification,source_id_regression,coconut_id_exact_match,coconut_ids_key14_match,coconut_matches_key14
NYKCGQQJNVPOLU-ONTIZHBOSA-N,NYKCGQQJNVPOLU,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1,spiradoline,BBB+,,-1.0,B,,R1|R7|R6|R27|R29|R30|,,b3db_classification:1716,,CNP0349885.2,CNP0349885.2,1
NYKCGQQJNVPOLU-UHFFFAOYSA-N,NYKCGQQJNVPOLU,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCC2(CCCO2)CC1N1CCCC1,chembl118865,BBB+,,-1.0,B,,R19|R27|,,b3db_classification:4433,,CNP0349885.2,CNP0349885.2,1
NYKCGQQJNVPOLU-VWPQPMDRSA-N,NYKCGQQJNVPOLU,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CC[C@@]2(CCCO2)C[C@H]1N1CCCC1,pdsp1_001740,BBB+,,,C,,R27|R30|,,b3db_classification:7251,,CNP0349885.2,CNP0349885.2,1
NYKCGQQJNVPOLU-ZDOMSUIMSA-N,NYKCGQQJNVPOLU,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CCC2(CCCO2)C[C@@H]1N1CCCC1,schembl13121805,BBB+,,-1.0,B,,R13|,,b3db_classification:3149,,CNP0349885.2,CNP0349885.2,1
NYMGNSNKLVNMIA-UHFFFAOYSA-N,NYMGNSNKLVNMIA,CC(C)NNC(=O)c1ccncc1,iproniazid,BBB+,,-1.0,B,,R1|R13|R19|R6|R24|R26|R27|R27|R27|R30|R30|,,b3db_classification:1267,,CNP0334296.0,CNP0334296.0,1
NYOJUSSCELSPMG-UHFFFAOYSA-N,NYOJUSSCELSPMG,CC(=O)NC1C(I)C(NC(C)=O)C(I)C(C(=O)O)C1I,sodiumamidotrizoate,BBB-,,-1.0,B,,R28|R9|R27|R36|,,b3db_classification:4665,,,,0
NYSDRDDQELAVKP-SFHVURJKSA-N,NYSDRDDQELAVKP,O=C(NCCN1CCN(c2cccc3c2OC[C@H](CO)O3)CC1)c1ccc(F)cc1,flesinoxan,BBB+,-0.45,,A,B,R21|R8|,R21|R8|,b3db_classification:297,b3db_regression:433,,,0
NYSDRDDQELAVKP-UHFFFAOYSA-N,NYSDRDDQELAVKP,O=C(NCCN1CCN(c2cccc3c2OCC(CO)O3)CC1)c1ccc(F)cc1,flesinoxan,BBB+,-0.45,,A,B,R27|R43|R46|R47|R2|R2|R27|R25|R40|,R27|R43|R46|R47|R2|R2|R27|R25|R40|,b3db_classification:296,b3db_regression:432,,,0
NZASCBIBXNPDMH-UHFFFAOYSA-N,NZASCBIBXNPDMH,CCC1(CC)C(=O)C=CNC1=O,pyrithyldione,BBB+,,-1.0,B,,R1|R13|R19|R6|R24|R27|R27|R27|R30|R30|,,b3db_classification:1470,,CNP0338810.0|CNP0570969.0,CNP0338810.0|CNP0570969.0,2
NZBGPQIBCIBEQA-GOSISDBHSA-N,NZBGPQIBCIBEQA,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2occc2[C@H]1CN1CCCC1,chembl70762,BBB+,,-1.0,B,,R1|R13|R28|R9|R24|R27|R30|,,b3db_classification:2391,,,,0
NZBGPQIBCIBEQA-UHFFFAOYSA-N,NZBGPQIBCIBEQA,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2occc2C1CN1CCCC1,zalcitabine,BBB+,,-1.0,B,,R19|R27|R36|,,b3db_classification:4640,,,,0
NZCRJKRKKOLAOJ-GVNNXKAFSA-N,NZCRJKRKKOLAOJ,CO[C@@H]1/C=C\O[C@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C/C=C/[C@@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H](OC(C)=O)[C@@H]1C,,BBB-,,,C,,R24|,,b3db_classification:6484,,CNP0074706.3,CNP0074706.1|CNP0074706.2|CNP0074706.3,3
NZCRJKRKKOLAOJ-IIBMFGDOSA-N,NZCRJKRKKOLAOJ,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,rifaximin,BBB-,,,C,,R6|,,b3db_classification:4899,,CNP0074706.3,CNP0074706.1|CNP0074706.2|CNP0074706.3,3
NZCRJKRKKOLAOJ-RYCWDBPQSA-N,NZCRJKRKKOLAOJ,CO[C@H]1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@H](C)[C@H](O)[C@H](C)[C@H](OC(C)=O)[C@H]1C,,BBB-,,-1.0,B,,R13|,,b3db_classification:3388,,CNP0074706.3,CNP0074706.1|CNP0074706.2|CNP0074706.3,3
NZCRJKRKKOLAOJ-UHFFFAOYSA-N,NZCRJKRKKOLAOJ,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,rifaximin,BBB-,,-1.0,B,,R19|R14|R27|,,b3db_classification:4520,,CNP0074706.3,CNP0074706.1|CNP0074706.2|CNP0074706.3,3
NZCRJKRKKOLAOJ-UYMYEJBISA-N,NZCRJKRKKOLAOJ,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@H](C)[C@H](O)[C@H](C)[C@@H](OC(C)=O)[C@@H]1C,rifaximin,BBB-,,,C,,R27|R30|,,b3db_classification:7392,,CNP0074706.3,CNP0074706.1|CNP0074706.2|CNP0074706.3,3
NZCRJKRKKOLAOJ-VXTOCXBKSA-N,NZCRJKRKKOLAOJ,COC1/C=C\OC2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,rifaximin,BBB-,,,C,,R23|,,b3db_classification:5792,,CNP0074706.3,CNP0074706.1|CNP0074706.2|CNP0074706.3,3
NZCRJKRKKOLAOJ-XRCRFVBUSA-N,NZCRJKRKKOLAOJ,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,rifaximin,BBB-,,-1.0,B,,R1|R27|R30|,,b3db_classification:2012,,CNP0074706.3,CNP0074706.1|CNP0074706.2|CNP0074706.3,3
NZDASSHFKWDBBU-KVMCETHSSA-N,NZDASSHFKWDBBU,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O,carfecillin,BBB-,,-1.0,B,,R1|R6|R27|R30|,,b3db_classification:1350,,CNP0341970.1|CNP0341970.2,CNP0341970.1|CNP0341970.2|CNP0341970.3,3
NZDASSHFKWDBBU-OGNFBWPZSA-N,NZDASSHFKWDBBU,CC1(C)S[C@@H]2[C@@H](NC(=O)[C@@H](C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,BBB-,,,C,,R24|,,b3db_classification:6134,,CNP0341970.1|CNP0341970.2,CNP0341970.1|CNP0341970.2|CNP0341970.3,3
NZDASSHFKWDBBU-PFRQMTDMSA-N,NZDASSHFKWDBBU,CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O,carfecillin,BBB-,,,C,,R27|R30|,,b3db_classification:7024,,CNP0341970.1|CNP0341970.2,CNP0341970.1|CNP0341970.2|CNP0341970.3,3
NZDASSHFKWDBBU-UHFFFAOYSA-N,NZDASSHFKWDBBU,CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O,carfecillin,BBB-,,-1.0,B,,R19|R27|,,b3db_classification:4245,,CNP0341970.1|CNP0341970.2,CNP0341970.1|CNP0341970.2|CNP0341970.3,3
NZDASSHFKWDBBU-XHTPDXOGSA-N,NZDASSHFKWDBBU,CC1(C)S[C@H]2C(NC(=O)[C@@H](C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,BBB-,,-1.0,B,,R13|,,b3db_classification:2876,,CNP0341970.1|CNP0341970.2,CNP0341970.1|CNP0341970.2|CNP0341970.3,3
NZKNHIQZWSVJGP-UHFFFAOYSA-N,NZKNHIQZWSVJGP,CC(C)NS(=O)(=O)CCN1C(=O)c2ccccc2C1=O,taltrimide,BBB+,,-1.0,B,,R1|R7|R13|R19|R6|R24|R27|R27|R27|R29|R30|R30|,,b3db_classification:1268,,,,0
NZLVRVYNQYGMAB-UHFFFAOYSA-N,NZLVRVYNQYGMAB,CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1,pimethixene,BBB+,,-1.0,B,,R1|R13|R19|R6|R24|R27|R27|R27|R30|R30|,,b3db_classification:1828,,CNP0241637.1,CNP0241637.1,1
NZUDAFUOWYPGSZ-UHFFFAOYSA-O,NZUDAFUOWYPGSZ,CCCCCN(C)CCC(O)([P+](=O)O)P(=O)(O)O,ibandronate,BBB-,,,C,,R23|,,b3db_classification:5708,,,,0
NZUPCNDJBJXXRF-LURJTMIESA-O,NZUPCNDJBJXXRF,C[C@@H](C[N+](C)(C)C)OC(N)=O,(s)-bethanechol,BBB-,,,C,,R9|R27|R27|,,b3db_classification:5040,,CNP0569301.1,CNP0479165.0|CNP0569301.1|CNP0569301.2,3
NZUPCNDJBJXXRF-UHFFFAOYSA-O,NZUPCNDJBJXXRF,CC(C[N+](C)(C)C)OC(N)=O,gr94839_f,BBB-,,-1.0,B,,R1|R13|R28|R14|R23|R27|R30|R36|,,b3db_classification:1300,,CNP0569301.1,CNP0479165.0|CNP0569301.1|CNP0569301.2,3
NZWOPGCLSHLLPA-UHFFFAOYSA-N,NZWOPGCLSHLLPA,CC(=O)OC(C)C[N+](C)(C)C,methacholine,BBB-,,,C,,R23|,,b3db_classification:5612,,,CNP0504728.1|CNP0504728.2,2
NZXHFDXOCVIYLO-UHFFFAOYSA-N,NZXHFDXOCVIYLO,Cc1nc(NCc2cccnc2)c(C#N)c(=O)[nH]1,pelrinone,BBB+,,,C,,R27|,,b3db_classification:7594,,,,0
NZXKDOXHBHYTKP-HZMBPMFUSA-N,NZXKDOXHBHYTKP,C=CC[C@]1([C@@H](C)C#CCC)C(=O)NC(=O)N(C)C1=O,zinc1530929,BBB+,,,C,,R27|R30|,,b3db_classification:6865,,CNP0556946.0,CNP0556946.0,1
NZXKDOXHBHYTKP-UHFFFAOYSA-N,NZXKDOXHBHYTKP,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,151-83-7,BBB+,-0.1,,A,B,R5|R8|R21|R27|R2|R2|R27|R3|R4|R11|R12|R20|R25|R35|R36|R38|R39|R41|R43|R46|R47|R40|R44|,R5|R8|R21|R27|R2|R2|R27|R3|R4|R11|R12|R20|R25|R35|R36|R38|R39|R41|R43|R46|R47|R40|R44|,b3db_classification:471,b3db_regression:532,CNP0556946.0,CNP0556946.0,1
NZXKDOXHBHYTKP-XLLULAGJSA-N,NZXKDOXHBHYTKP,C=CCC1([C@@H](C)C#CCC)C(=O)NC(=O)N(C)C1=O,"5-[(2s)-hex-3-yn-2-yl]-1-methyl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione",BBB+,,-1.0,B,,R13|,,b3db_classification:2662,,CNP0556946.0,CNP0556946.0,1
NZXKDOXHBHYTKP-YGRLFVJLSA-N,NZXKDOXHBHYTKP,C=CC[C@]1([C@H](C)C#CCC)C(=O)NC(=O)N(C)C1=O,zinc3876069,BBB+,,,C,,R24|,,b3db_classification:6006,,CNP0556946.0,CNP0556946.0,1
OAKJQQAXSVQMHS-UHFFFAOYSA-N,OAKJQQAXSVQMHS,NN,nitrogen,BBB+,0.03,,A,B,R3|R38|R41|,R3|R38|R41|,b3db_classification:574,b3db_regression:602,CNP0568901.0,CNP0568901.0,1
OAMMLDQTXRLECW-UHFFFAOYSA-N,OAMMLDQTXRLECW,C=CC1CC2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,quinidine (quinine),BBB+,0.1,,A,B,R2|R2|R25|R27|R38|R41|R46|,R2|R2|R25|R27|R38|R41|R46|,b3db_classification:615,b3db_regression:630,,,0
OAMMLDQTXRLECW-VHQLIHMKSA-N,OAMMLDQTXRLECW,C=CC1C[C@@H]2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,quinidine,BBB+,-0.7,,A,B,R18|R26|R27|,R18|R26|R27|,b3db_classification:209,b3db_regression:375,,,0
OAXXZZBGZDNSGE-UHFFFAOYSA-N,OAXXZZBGZDNSGE,c1ccc(-c2nnc(N3CCN(c4ncccn4)CC3)cc2-c2ccncc2)cc1,"minokine, mw01-2-069srm",BBB+,-0.15,,A,D,R27|R18|R26|,R27|R18|R26|,b3db_classification:441,b3db_regression:966,,,0
OBDSVYOSYSKVMX-JTQLQIEISA-N,OBDSVYOSYSKVMX,C[C@@H](Cc1ccccc1)N(C)C,dimethamphetamine,BBB+,,-1.0,B,,R13|R6|R27|R30|,,b3db_classification:3507,,,,0
OBDSVYOSYSKVMX-SNVBAGLBSA-N,OBDSVYOSYSKVMX,C[C@H](Cc1ccccc1)N(C)C,l-dimethylamphetamine,BBB+,,,C,,R24|,,b3db_classification:6612,,,,0
OBDSVYOSYSKVMX-UHFFFAOYSA-N,OBDSVYOSYSKVMX,CC(Cc1ccccc1)N(C)C,dimethylamphetamine,BBB+,,-1.0,B,,R1|R19|R27|R27|R30|,,b3db_classification:1303,,,,0
OBKXEAXTFZPCHS-UHFFFAOYSA-N,OBKXEAXTFZPCHS,O=C(O)CCCc1ccccc1,4-phenylbutyric acid,BBB-,,,C,,R14|,,b3db_classification:5396,,CNP0152618.0,CNP0152618.0,1
OBUWKSYNYYMZNZ-UHFFFAOYSA-N,OBUWKSYNYYMZNZ,CN1Cc2c(-c3noc(C(C)(CO)CO)n3)ncn2-c2cccc(Cl)c2C1=O,bis-hydroxylated-l-663581,BBB-,-1.82,,A,B,R2|R2|R12|R25|R35|R39|R46|,R2|R2|R12|R25|R35|R39|R46|,b3db_classification:20,b3db_regression:259,,,0
OBWGMKKHCLHVIE-UHFFFAOYSA-N,OBWGMKKHCLHVIE,CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1,fluperlapine,BBB+,,-1.0,B,,R1|R13|R19|R6|R24|R27|R27|R27|R30|R30|,,b3db_classification:1847,,,,0
OBZHEBDUNPOCJG-WBXJDKIVSA-N,OBZHEBDUNPOCJG,CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,carbenoxolone,BBB-,,,C,,R14|,,b3db_classification:5148,,CNP0085681.3,CNP0085681.1|CNP0085681.2|CNP0085681.3,3
OCAPBUJLXMYKEJ-UHFFFAOYSA-N,OCAPBUJLXMYKEJ,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,bifonazole,BBB-,,,C,,R23|,,b3db_classification:5969,,,CNP0349828.1|CNP0349828.2|CNP0547120.1|CNP0547120.2,4
OCDYNPAUUKDNOR-UHFFFAOYSA-N,OCDYNPAUUKDNOR,CN1CCN(CCN2CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)C1=O,imiclopazine,BBB+,,-1.0,B,,R1|R13|R19|R6|R24|R27|R27|R27|R30|R30|,,b3db_classification:1858,,,,0
OCFOTEIMZBKQFS-KGZHAISFSA-N,OCFOTEIMZBKQFS,NCC[C@@H](O)CN[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,butikacin,BBB-,,,C,,R6|,,b3db_classification:4982,,,CNP0381558.1|CNP0381558.2,2
OCFOTEIMZBKQFS-OMACVCJVSA-N,OCFOTEIMZBKQFS,NCC[C@H](O)CN[C@H]1C[C@H](N)[C@@H](O[C@H]2O[C@@H](CN)[C@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@@H](CO)[C@H](O)[C@H](N)[C@@H]1O,butikacin,BBB-,,,C,,R27|R30|,,b3db_classification:7629,,,CNP0381558.1|CNP0381558.2,2
OCFOTEIMZBKQFS-UHFFFAOYSA-N,OCFOTEIMZBKQFS,NCCC(O)CNC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,butikacin,BBB-,,-1.0,B,,R1|R19|R27|R27|R30|,,b3db_classification:2325,,,CNP0381558.1|CNP0381558.2,2
OCFOTEIMZBKQFS-ULKJMREFSA-N,OCFOTEIMZBKQFS,NCC[C@H](O)CN[C@@H]1C[C@H](N)[C@@H](O[C@@H]2O[C@@H](CN)[C@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](N)[C@@H]1O,,BBB-,,,C,,R24|,,b3db_classification:6703,,,CNP0381558.1|CNP0381558.2,2
OCFOTEIMZBKQFS-XKAUGORWSA-N,OCFOTEIMZBKQFS,NCC[C@H](O)CN[C@H]1C[C@H](N)[C@H](O[C@@H]2O[C@@H](CN)[C@@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@@H](CO)[C@@H](O)[C@H](N)[C@@H]1O,,BBB-,,-1.0,B,,R13|,,b3db_classification:3677,,,CNP0381558.1|CNP0381558.2,2
OCGWWLDZAFOHGD-UHFFFAOYSA-N,OCGWWLDZAFOHGD,CC(C)(O)C(F)(F)F,2-methylpropanol,BBB+,,-1.0,B,,R13|R19|R27|,,b3db_classification:2794,,,,0
OCHNIEZVJROLLV-UHFFFAOYSA-N,OCHNIEZVJROLLV,O=C(CCCN1CCN(C(=O)OC2CCCCC2)CC1)c1ccc(F)cc1,fenaperone,BBB+,,-1.0,B,,R1|R13|R19|R6|R24|R27|R27|R27|R30|R30|,,b3db_classification:2371,,,,0
OCJOUVWYSNTAAJ-LLVKDONJSA-N,OCJOUVWYSNTAAJ,CC(=O)c1ccc2c(c1O)[C@@H](c1cnn(C)c1)CC(=O)O2,tranylcypromine,BBB+,,-1.0,B,,R16|R10|R10|,,b3db_classification:3826,,,,0
OCJYIGYOJCODJL-UHFFFAOYSA-N,OCJYIGYOJCODJL,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,meclizine,BBB+,,,C,,R14|R23|,,b3db_classification:5342,,,CNP0122659.1|CNP0122659.2,2
OCLRGULJISNUQS-FZCLLLDFSA-N,OCLRGULJISNUQS,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)c3c(-c4ccccc4Cl)noc3C)[C@@H]2SC1,,BBB-,,-1.0,B,,R13|,,b3db_classification:2745,,CNP0273830.1,CNP0273830.1,1
OCLRGULJISNUQS-OXJNMPFZSA-N,OCLRGULJISNUQS,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@H](NC(=O)c3c(-c4ccccc4Cl)noc3C)[C@H]2SC1,"(6r,7s)-3-(acetyloxymethyl)-7-[[3-(2-chlorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",BBB-,,,C,,R24|,,b3db_classification:6044,,CNP0273830.1,CNP0273830.1,1
OCLRGULJISNUQS-OXQOHEQNSA-N,OCLRGULJISNUQS,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)c3c(-c4ccccc4Cl)noc3C)[C@H]2SC1,cefoxazole,BBB-,,-1.0,B,,R1|R6|R27|R27|R30|R30|,,b3db_classification:1191,,CNP0273830.1,CNP0273830.1,1
OCLRGULJISNUQS-UHFFFAOYSA-N,OCLRGULJISNUQS,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)c3c(-c4ccccc4Cl)noc3C)C2SC1,cefoxazole,BBB-,,-1.0,B,,R19|R27|,,b3db_classification:4192,,CNP0273830.1,CNP0273830.1,1
OCOKWVBYZHBHLU-UHFFFAOYSA-N,OCOKWVBYZHBHLU,CC(C)COC(=O)OCN1C(=O)CN(CCN2CC(=O)N(COC(=O)OCC(C)C)C(=O)C2)CC1=O,sobuzoxane,BBB-,,,C,,R23|,,b3db_classification:5630,,,,0
OCSMOTCMPXTDND-UHFFFAOYSA-N,OCSMOTCMPXTDND,CNC(=O)C(NC(=O)C(CC(C)C)C(O)C(=O)NO)C(C)(C)C,marimastat,BBB-,,,C,,R14|R23|,,b3db_classification:5278,,,CNP0556016.1,1
OCUJLLGVOUDECM-CYBMUJFWSA-N,OCUJLLGVOUDECM,CNC[C@@H](O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,unii-62o79nuo5m,BBB-,,-1.0,B,,R13|,,b3db_classification:3283,,,CNP0605030.0,1
OCUJLLGVOUDECM-ZDUSSCGKSA-N,OCUJLLGVOUDECM,CNC[C@H](O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,dipivefrin (dipivefrine),BBB-,,,C,,R24|R27|R30|,,b3db_classification:6431,,,CNP0605030.0,1
OCXLBOACUPDBRL-UHFFFAOYSA-N,OCXLBOACUPDBRL,O=C(CCCN1CCC(C(=O)c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,cloroperone,BBB+,,-1.0,B,,R1|R13|R19|R6|R24|R27|R27|R27|R30|R30|,,b3db_classification:2364,,,,0
OCYJIRWOCJHHTJ-NSYCNWAXSA-N,OCYJIRWOCJHHTJ,CN1CN(c2ccccc2)C2(CCN(CCCC(=O)c3ccc([123I])s3)CC2)C1=O,"8-[4-(5-(123i)iodanylthiophen-2-yl)-4-oxobutyl]-3-methyl-1-phenyl-1,3,8-triazaspiro[4.5]decan-4-one",,-0.25,,,A,,R8|,,b3db_regression:93,,,0
OCYJIRWOCJHHTJ-UHFFFAOYSA-N,OCYJIRWOCJHHTJ,CN1CN(c2ccccc2)C2(CCN(CCCC(=O)c3ccc(I)s3)CC2)C1=O,"8-[4-(5-(123i)iodanylthiophen-2-yl)-4-oxobutyl]-3-methyl-1-phenyl-1,3,8-triazaspiro[4.5]decan-4-one",BBB+,,,A,,R8|,,b3db_classification:379,,,,0
ODAIHABQVKJNIY-UHFFFAOYSA-N,ODAIHABQVKJNIY,CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)O,perindoprilat,BBB-,,,C,,R14|,,b3db_classification:5188,,,CNP0383397.1,1
ODEGQXRCQDVXSJ-MBIQTGHCSA-N,ODEGQXRCQDVXSJ,CCC(=O)OC1(c2ccccc2)CCN(C)C[C@@H]1CC,,BBB+,,-1.0,B,,R13|,,b3db_classification:2964,,CNP0523217.1,CNP0523217.1|CNP0523217.2,2
ODEGQXRCQDVXSJ-UHFFFAOYSA-N,ODEGQXRCQDVXSJ,CCC(=O)OC1(c2ccccc2)CCN(C)CC1CC,betameprodine,BBB+,,-1.0,B,,R19|R6|R27|,,b3db_classification:4337,,CNP0523217.1,CNP0523217.1|CNP0523217.2,2
ODEGQXRCQDVXSJ-WMLDXEAASA-N,ODEGQXRCQDVXSJ,CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@@H]1CC,alphameprodine/betameprodine,BBB+,,-1.0,B,,R1|R6|R24|R27|R30|,,b3db_classification:1441,,CNP0523217.1,CNP0523217.1|CNP0523217.2,2
ODEGQXRCQDVXSJ-YOEHRIQHSA-N,ODEGQXRCQDVXSJ,CCC(=O)O[C@@]1(c2ccccc2)CCN(C)C[C@@H]1CC,meprodine,BBB+,,,C,,R27|R30|,,b3db_classification:7065,,CNP0523217.1,CNP0523217.1|CNP0523217.2,2
ODFHGIPNGIAMDK-UHFFFAOYSA-N,ODFHGIPNGIAMDK,CC1(C)SC2C(NC(=O)C(N=[N+]=[N-])c3ccccc3)C(=O)N2C1C(=O)O,ft-0770806,BBB-,,,C,,R6|R23|,,b3db_classification:4761,,,CNP0500018.1,1
ODKNJVUHOIMIIZ-ACZMJKKPSA-N,ODKNJVUHOIMIIZ,O=c1[nH]c(=O)n([C@@H]2C[C@H](O)[C@H](CO)O2)cc1F,schembl4854536,BBB-,,-1.0,B,,R13|,,b3db_classification:3778,,,,0
ODKNJVUHOIMIIZ-RRKCRQDMSA-N,ODKNJVUHOIMIIZ,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,floxuridine,BBB-,,-1.0,B,,R1|R15|R27|R30|,,b3db_classification:2497,,,,0
ODKNJVUHOIMIIZ-UHFFFAOYSA-N,ODKNJVUHOIMIIZ,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,floxuridine,BBB-,,,C,,R23|,,b3db_classification:5957,,,,0
ODQWQRRAPPTVAG-BOPFTXTBSA-N,ODQWQRRAPPTVAG,CN(C)CC/C=C1/c2ccccc2COc2ccccc21,sinequan,BBB+,,-1.0,B,,R1|R13|R6|R6|R14|R23|R27|R27|R30|R37|,,b3db_classification:1736,,CNP0339265.1,CNP0339265.1|CNP0339265.2|CNP0339265.3,3
ODQWQRRAPPTVAG-GZTJUZNOSA-N,ODQWQRRAPPTVAG,CN(C)CC/C=C1\c2ccccc2COc2ccccc21,doxepin,BBB+,1.0,,A,B,R2|R2|R27|,R2|R2|R27|,b3db_classification:994,b3db_regression:867,CNP0339265.1,CNP0339265.1|CNP0339265.2|CNP0339265.3,3
ODQWQRRAPPTVAG-UHFFFAOYSA-N,ODQWQRRAPPTVAG,CN(C)CCC=C1c2ccccc2COc2ccccc21,doxepin,BBB+,1.0,,A,B,R25|R46|,R25|R46|,b3db_classification:995,b3db_regression:868,CNP0339265.1,CNP0339265.1|CNP0339265.2|CNP0339265.3,3
ODRQYAHPAJZPQP-NSHDSACASA-N,ODRQYAHPAJZPQP,CCCCNC[C@H]1COc2ccccc2O1,butamoxane,BBB+,,-1.0,B,,R13|R24|R27|R30|,,b3db_classification:3026,,,,0
ODRQYAHPAJZPQP-UHFFFAOYSA-N,ODRQYAHPAJZPQP,CCCCNCC1COc2ccccc2O1,butamoxane,BBB+,,-1.0,B,,R1|R19|R6|R27|R27|R30|,,b3db_classification:1545,,,,0
ODUOJXZPIYUATO-LJQANCHMSA-N,ODUOJXZPIYUATO,CC(=O)SC[C@@H](Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,acetorphan (racecadotril and ecadotril),BBB+,,-1.0,B,,R13|R6|R24|R27|R30|,,b3db_classification:2759,,,CNP0459820.0,1
